mfcc_0_mean,mfcc_0_std,mfcc_0_max,mfcc_0_min,mfcc_1_mean,mfcc_1_std,mfcc_1_max,mfcc_1_min,mfcc_2_mean,mfcc_2_std,mfcc_2_max,mfcc_2_min,mfcc_3_mean,mfcc_3_std,mfcc_3_max,mfcc_3_min,mfcc_4_mean,mfcc_4_std,mfcc_4_max,mfcc_4_min,mfcc_5_mean,mfcc_5_std,mfcc_5_max,mfcc_5_min,mfcc_6_mean,mfcc_6_std,mfcc_6_max,mfcc_6_min,mfcc_7_mean,mfcc_7_std,mfcc_7_max,mfcc_7_min,mfcc_8_mean,mfcc_8_std,mfcc_8_max,mfcc_8_min,mfcc_9_mean,mfcc_9_std,mfcc_9_max,mfcc_9_min,mfcc_10_mean,mfcc_10_std,mfcc_10_max,mfcc_10_min,mfcc_11_mean,mfcc_11_std,mfcc_11_max,mfcc_11_min,mfcc_12_mean,mfcc_12_std,mfcc_12_max,mfcc_12_min,mfcc_13_mean,mfcc_13_std,mfcc_13_max,mfcc_13_min,mfcc_14_mean,mfcc_14_std,mfcc_14_max,mfcc_14_min,mfcc_15_mean,mfcc_15_std,mfcc_15_max,mfcc_15_min,mfcc_16_mean,mfcc_16_std,mfcc_16_max,mfcc_16_min,mfcc_17_mean,mfcc_17_std,mfcc_17_max,mfcc_17_min,mfcc_18_mean,mfcc_18_std,mfcc_18_max,mfcc_18_min,mfcc_19_mean,mfcc_19_std,mfcc_19_max,mfcc_19_min,chroma_0_mean,chroma_0_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,contrast_0_mean,contrast_0_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std,contrast_6_mean,contrast_6_std,tonnetz_0_mean,tonnetz_0_std,tonnetz_1_mean,tonnetz_1_std,tonnetz_2_mean,tonnetz_2_std,tonnetz_3_mean,tonnetz_3_std,tonnetz_4_mean,tonnetz_4_std,tonnetz_5_mean,tonnetz_5_std,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_max,spectral_centroid_min,rolloff_mean,rolloff_std,bandwidth_mean,bandwidth_std,zcr_mean,zcr_std,mel_mean,mel_std,mel_max,mel_min,mel_median,tempo,rms_mean,rms_std,rms_max,rms_min,flatness_mean,flatness_std,genre,filename
-113.619385,50.703182,21.742054,-257.911,121.55303,17.19664,164.75476,46.890457,-19.151056,15.34861,28.366945,-70.90015,42.345768,12.281505,71.43294,-1.2741493,-6.3711677,12.962432,30.379976,-49.184868,18.613033,9.442965,41.80767,-14.367302,-13.69206,8.222213,14.780131,-38.83381,15.339378,8.310419,43.634895,-10.577639,-12.283617,9.063802,13.907669,-38.793354,10.973775,7.9624414,39.42435,-14.338532,-8.32241,7.8619676,15.191149,-33.125565,8.8067875,7.1618433,31.242996,-12.483559,-3.6658025,6.4227433,22.482096,-26.569305,5.745939,6.3687506,28.861858,-19.540186,-5.161711,7.058576,16.163162,-29.650528,0.7502978,7.243213,29.991364,-20.374256,-1.688358,6.0468674,19.03184,-20.197773,-0.40932855,6.4531875,18.93903,-21.336136,-2.2988691,7.4213667,27.253826,-26.759907,1.2199471,6.8538775,32.86634,-23.219631,0.36172682,0.32664314,0.3676192,0.28599313,0.43998018,0.31635025,0.24463451,0.21137719,0.2478018,0.25634527,0.33561516,0.28911787,0.36457565,0.27731726,0.435647,0.3462581,0.29584128,0.2538041,0.3146339,0.28025305,0.40656048,0.33270243,0.38477013,0.29256114,15.987602688701612,4.337260085373168,15.102477692088824,4.193739002914364,18.458409057377718,4.620147990851737,18.363125053822007,3.628890845553065,18.9187388027038,3.4867951085886966,17.190236092452114,2.52157734881694,39.66757667158581,3.0321668651646663,0.02662738992002526,0.05524836073465444,0.01818338593994076,0.06985286182320949,0.004939942555818754,0.08480264765314335,-0.016637013678730706,0.08816283465821519,0.009815085453226704,0.028404946465187923,-0.004276751867501162,0.03105585568820724,1784.416545970319,360.1941660724689,4031.364535657069,1027.0792621048806,3806.4186497738488,949.3838319123846,2002.6571063943209,292.9664587444628,0.08306639113293343,0.02768996741355138,-44.2687,14.037535,0.0,-80.0,-44.14099,[123.046875],0.130192,0.053201236,0.32401443,0.019080387,0.00449778,0.005508577,blues,blues.00000.wav
-207.58151,88.151985,-25.956675,-448.55563,123.99715,23.667763,192.77078,28.88229,8.939115,23.931154,59.997047,-78.69281,35.870758,16.274376,76.58582,-26.024189,2.9199703,16.73462,42.422398,-42.474632,21.518787,12.508815,50.965454,-26.499962,-8.555368,14.176376,28.447266,-57.46592,23.355938,11.931994,57.322292,-14.032221,-10.101037,12.893105,21.894629,-52.369705,11.906445,10.215605,40.404285,-29.54638,-5.5581226,10.257861,24.502064,-37.257187,5.3759418,9.813216,37.24259,-25.34942,-2.237833,8.0561075,19.23003,-27.189579,4.217125,8.554412,29.378065,-20.447224,-6.0110474,7.2446527,17.768436,-26.848995,0.93266803,7.4407187,29.639202,-29.272682,-0.7170278,7.7532763,24.525185,-23.340874,0.2923333,6.9381366,21.542439,-18.384602,-0.2857169,7.150609,27.737759,-24.408873,0.5321445,6.7692857,27.74053,-17.13106,0.45962265,0.37744123,0.34987718,0.29691663,0.32096848,0.30838904,0.21158579,0.22881292,0.20090811,0.2090319,0.33100522,0.31096008,0.39764687,0.2824696,0.5606766,0.36677268,0.38437906,0.2953209,0.25547394,0.23321548,0.28495893,0.27905735,0.3342382,0.26922676,15.984914561002014,4.19506584131911,17.0562328248644,4.609618338433343,19.129323982388623,4.812806759710788,19.18787122800779,4.284377419888848,18.324038624421977,3.5080012129674136,17.50447952941415,3.1317140336285334,37.51898531757912,5.817206761418137,0.035791514940330754,0.05151851332095211,0.08443790291167552,0.06850516407074185,0.04165277241991533,0.07578059455207205,0.0078083765029832415,0.08622982482077712,0.020583707902347377,0.032136923400522883,-0.013941981032455992,0.03641658404006332,1529.8713140945188,613.1978884116917,5444.293576900719,421.0917310263757,3548.9868730952494,1725.3383493061522,2038.6121427572907,462.4822959687798,0.056044256724071206,0.03805920843998772,-50.30822,15.846891,0.0,-80.0,-50.39794,[67.99958882],0.095891684,0.04872404,0.27168676,0.0043613184,0.0022948887,0.004852216,blues,blues.00001.wav
-90.776344,57.61765,32.401398,-343.9348,140.44861,22.563513,198.8385,-11.795292,-29.10056,20.297462,46.547844,-85.00932,31.68734,12.00615,91.40402,1.0605397,-13.975971,12.490621,37.09912,-64.44109,25.741686,8.629561,61.29364,-5.971571,-13.644712,10.328758,25.839508,-51.179146,11.623112,10.32607,34.020233,-31.285774,-11.77592,8.104654,29.94943,-34.671497,9.700465,8.236836,31.05062,-33.70802,-13.115349,7.5925255,13.12067,-45.190308,5.785763,8.037509,25.241777,-32.569252,-8.899733,7.7766604,23.078032,-28.854303,-1.0870236,7.598978,19.097431,-35.260567,-9.216774,6.038823,13.090475,-26.859526,2.4536483,6.373398,23.645115,-16.723423,-7.721793,6.9065385,15.935513,-29.231825,-1.8164971,7.24004,26.848488,-26.768688,-3.434354,6.828621,20.98064,-20.417923,-2.2313912,5.5340967,16.524359,-29.785423,0.2726714,0.21136564,0.19586879,0.18095644,0.3152544,0.27161023,0.40813464,0.2713322,0.54708266,0.3501949,0.32177523,0.23583086,0.30478674,0.24187987,0.28851712,0.2514624,0.33424178,0.24735013,0.40191102,0.33322743,0.38430834,0.25157735,0.58818996,0.35295072,26.33225553065585,5.500512786201385,14.191932556756637,3.965928761550222,17.706643575580642,5.001119005666392,19.417249535025636,4.188353359876049,20.344435037793545,3.7845760150956185,18.314964839749916,2.922924935809187,39.035077300462454,3.26898443147924,0.12018034345191822,0.09085617014302115,-0.06507974245509682,0.07941824146802884,0.06611100598973604,0.10558779668068619,0.043694902440653646,0.10651569887904665,0.000214436874693231,0.04679788109232031,-0.019651803943103625,0.042197148429549095,1552.6377863181906,395.6492065008607,4669.7707029320545,417.25480335685745,3041.0899442784926,884.8426541198174,1747.382028301664,275.95414242794806,0.07630074799245357,0.031737819011002394,-40.07203,15.823858,0.0,-80.0,-39.13331,[161.49902344],0.17549369,0.052465174,0.3265906,0.039753497,0.0026317358,0.003349436,blues,blues.00002.wav
-199.462,74.13483,-14.066173,-363.9536,150.09473,21.36742,235.0739,62.801792,5.649167,16.032692,43.561993,-63.067093,26.870144,12.57767,63.4926,-27.263676,1.7554408,16.367716,37.437782,-49.73822,14.236881,11.264206,56.01584,-24.058449,-4.8288727,12.492485,21.04934,-45.373245,9.297849,9.009487,30.783287,-18.335243,-0.753142,9.610511,25.27371,-29.548191,8.147393,8.439375,32.761795,-29.347546,-3.1952357,10.503592,25.346262,-45.598274,6.0853534,6.941436,40.363243,-14.122023,-2.476188,7.5374665,20.651337,-32.890564,-1.0762246,7.8901334,24.903652,-30.884306,-2.8760562,7.1865416,39.706036,-25.179459,0.7769089,6.667608,29.199549,-19.577648,-3.3200555,7.0878043,18.006485,-29.387678,0.63726294,6.111622,19.883472,-19.40181,-0.61750686,6.1066494,16.605656,-22.65679,-3.40694,5.6558323,16.59501,-21.426252,0.3408617,0.24969354,0.4085767,0.23725857,0.52456856,0.3261879,0.5470746,0.30357862,0.6571129,0.3451296,0.51167065,0.30346847,0.35563073,0.23173134,0.25169033,0.19945031,0.24638642,0.2151235,0.31520894,0.29383776,0.31654343,0.2810903,0.38285506,0.337159,29.797804247563928,5.058715626971135,14.765636719360783,4.0626430579911466,17.239783565071527,4.224040399538287,18.63621706926385,3.315072377828343,18.49075823426367,3.3282744483136604,16.790485158755587,2.3018822913310313,34.27801571154383,4.630241827631059,0.10208560752159525,0.12367282839132794,-0.06186840080982028,0.09825495083428808,0.08691250964214865,0.12601559819083125,0.0746586425222695,0.18343386281496685,-0.005033143056987961,0.07846525502028708,-0.03680584042790078,0.05074616642203666,1070.1100585189854,429.54237913885123,3236.442121459157,318.71349775406674,2185.0617872303114,1222.3723095329324,1596.2442041849345,408.2126509040688,0.03330894446594427,0.02056877198727728,-53.151207,16.306389,0.0,-80.0,-53.621407,[63.02400915],0.14113921,0.079623215,0.38371503,0.009309824,0.0009533673,0.0016317543,blues,blues.00003.wav
-160.29185,72.09816,-6.1475034,-356.30292,126.19577,29.218796,188.28467,-11.409155,-35.6025,18.267778,21.923256,-84.61236,22.151169,13.916656,86.17342,-13.978872,-32.48764,18.342604,18.551872,-96.11963,10.862022,11.6102,46.329147,-21.327457,-23.357162,9.659235,0.27435106,-65.48233,0.50052303,11.169667,33.730682,-27.954876,-11.8047695,11.401259,24.094097,-44.25859,1.2038774,9.989755,30.684137,-24.465714,-13.0850725,8.9612,24.979961,-41.409294,-2.8098488,9.300109,31.721018,-30.323238,-6.935621,9.46644,24.070385,-36.607307,-7.5592937,8.422141,29.95019,-32.436897,-9.172152,8.704552,14.063105,-42.4547,-4.5104084,9.274307,25.079533,-31.26434,-5.4537363,8.679181,20.527813,-36.84057,-0.92446774,7.3196697,24.539062,-20.629013,-4.4080763,7.9327493,27.829796,-28.028414,-11.701833,7.430688,4.889854,-41.730534,0.19272676,0.1953112,0.31723183,0.3219268,0.39155164,0.3117782,0.25590557,0.27461556,0.1928041,0.17918442,0.53058153,0.36230913,0.2539424,0.20737118,0.13921534,0.17713632,0.27655506,0.30349156,0.32433617,0.23367873,0.5552977,0.35592434,0.27303,0.21847454,17.057412884710494,4.3338301895346225,15.693513459090605,3.9833318364191737,19.12555886683112,4.101753179922272,20.526383065422213,4.327283695634332,20.785517461022902,4.070889182680325,19.713926518666607,3.7084595876612574,37.33880412136976,5.124856741019106,-0.005159410836638025,0.06266097626506423,0.060694728569805616,0.0773005562003159,-0.1584741668862183,0.10262547530197107,-0.010730688798965757,0.10158606356068099,0.017150299780625065,0.035503240674393775,-0.02893831114549234,0.03359373182753971,1835.5070084014953,585.947298852198,4464.156647572354,849.6582827549919,3581.003346162684,1253.8472082559008,1748.3674767249408,297.4223616604232,0.1015001421004257,0.044198516021300496,-46.255295,15.750931,0.0,-80.0,-44.432755,[135.99917763],0.0915404,0.04801099,0.28839296,0.007671018,0.0032400058,0.0043575536,blues,blues.00004.wav
-177.88876,85.460556,13.48069,-451.74277,118.18953,56.54741,194.46027,-85.43896,-17.55073,25.576311,65.34683,-77.22774,30.753101,22.045116,104.37159,-26.672855,-21.732107,20.820208,45.790398,-85.97183,11.898545,16.31228,59.90927,-23.78703,-20.73228,13.032559,12.48664,-69.42012,3.176169,11.562216,43.949005,-23.334757,-8.57577,13.127509,27.564402,-50.194057,-0.9401843,10.00648,36.070026,-23.61507,-11.773799,8.751918,8.917013,-52.496094,-2.426076,8.860253,34.333176,-36.482567,-9.342486,8.951683,21.219849,-32.542816,-9.947082,6.895875,17.343128,-35.51162,-3.9053469,7.74928,24.39667,-36.26966,-5.568541,8.519502,29.021053,-26.749268,-1.8399693,8.289742,15.486286,-31.053768,-2.7841752,6.516645,21.61422,-26.884117,-3.046112,6.311036,22.910896,-19.989067,-8.115228,6.803858,11.067331,-31.045582,0.2383077,0.28926635,0.30017728,0.21441959,0.6168902,0.38305318,0.23552333,0.16447712,0.12392123,0.13731828,0.24363413,0.27671817,0.2795118,0.2569075,0.41132167,0.33651072,0.2439938,0.23532,0.28561246,0.2816052,0.2841993,0.28473642,0.36587507,0.3060231,17.47173427154148,4.7971869821367115,19.563742281296186,5.360576762684041,21.294820438166678,5.525215620330538,21.350197303286826,4.8564597016943285,20.782888052062248,4.096973695290261,19.40352798039331,3.433211881336033,37.94590337195688,6.781264396063234,0.11122284672793686,0.12831582680156048,0.08296158546668325,0.10988443745495495,0.028855148856398043,0.10580650027806704,-0.14641711183163403,0.15976729177924537,-0.007400795802710953,0.050593198285022414,-0.038294633836398834,0.053053098632486625,1831.9900685948742,1015.5272536119522,5399.377714910023,645.8816598850169,3480.8539517523704,1810.097358189528,1729.4562589469804,449.4438876948002,0.09403986975135449,0.07897575479333778,-50.921078,16.505198,0.0,-80.0,-49.786705,[69.83741554],0.10343772,0.063116826,0.45972845,0.0043800697,0.0030648096,0.0065014088,blues,blues.00005.wav
-190.17502,98.21622,29.45856,-443.44998,130.29242,43.98217,201.39595,-15.379965,-36.348473,36.161358,54.204697,-117.80623,33.02909,21.916225,109.06423,-18.004538,11.085681,32.917904,58.099785,-105.150894,-0.5963725,16.739882,51.08857,-35.61358,-20.882357,12.316179,19.577423,-64.356926,0.27711603,10.143775,30.489761,-31.436108,-6.5008707,11.45195,22.762745,-50.76274,-5.515623,12.389086,33.89797,-54.016617,-7.8452897,9.358328,24.801151,-46.061142,-3.123599,8.014027,31.054306,-33.639618,-6.595716,8.897414,31.352491,-42.875397,-9.947577,7.9419365,9.544722,-40.607483,-6.540925,9.296062,30.200615,-30.069778,-10.071382,9.128132,21.990429,-30.277565,-10.912119,7.545707,16.233978,-37.7063,-6.970003,6.186081,14.592641,-30.852459,-3.4485128,6.9349537,17.84127,-30.41178,-6.4984574,8.36777,20.781082,-34.70896,0.42547852,0.3658969,0.2233068,0.24735777,0.13130385,0.18757597,0.1526468,0.2186216,0.24185747,0.21688434,0.49107304,0.38536504,0.24560349,0.24426968,0.16917838,0.19363722,0.28823328,0.2962565,0.46142796,0.35306236,0.35944885,0.33306643,0.3073089,0.27067363,24.761686388889366,6.742294172147131,21.07530470251667,5.802381017647836,22.20890664723946,5.842328021486336,21.261253966206972,4.878513716229456,21.647741736833122,4.354109386342867,20.145598260935973,3.5912598677005616,32.880478388843535,7.826707893492796,-0.03947053012648574,0.1125874703899939,0.1016113187967319,0.14676467611368874,-0.12522132237926295,0.1666578571945866,0.08674965193783409,0.18401388215692924,-0.04436545853201426,0.07054809120038799,0.0038579742641522475,0.052184406780733446,1459.0353761872718,661.9048512246571,4499.417244571683,415.6335642056492,2795.67476160386,1273.8488337810736,1388.725515468785,430.2696982143301,0.07302790308146284,0.0436989109483751,-53.729557,18.027796,0.0,-80.0,-52.419636,[71.77734375],0.1416879,0.09371678,0.54481196,0.0028511093,0.0009698256,0.0028713606,blues,blues.00006.wav
-179.42007,81.08917,42.689907,-413.14587,136.4421,38.470413,211.60522,-17.305693,-26.644339,24.310024,51.445957,-89.76281,39.97959,18.792528,106.606674,-9.581616,5.3018146,25.503872,53.79418,-73.21765,10.921237,11.677463,55.310616,-24.930634,-20.555347,12.794587,25.389944,-61.225883,8.507477,12.307668,51.44053,-25.645088,-11.35436,13.115826,24.607113,-58.079674,-3.469098,13.357224,32.669025,-38.981155,-8.414114,12.151825,22.533066,-58.92198,-6.956977,9.153007,29.0573,-37.710724,-3.548349,9.660816,19.058315,-42.726135,-8.051683,7.580675,10.948895,-38.84442,-8.9604845,9.071809,21.858543,-34.604095,-8.421077,8.395057,27.791986,-32.554245,-10.5585985,7.213344,13.382274,-35.9047,-10.790192,7.7794085,18.922096,-36.1243,-4.7007947,8.0987625,25.003777,-26.053074,-8.638816,7.505687,14.900192,-29.237389,0.25941798,0.2500144,0.26425827,0.29886904,0.32542002,0.3064861,0.21780159,0.26724982,0.21512048,0.2556634,0.2952168,0.28941742,0.1900441,0.21454507,0.1808651,0.23968148,0.2643502,0.28059137,0.39014107,0.26955864,0.6485513,0.35088304,0.4365872,0.27776238,20.215365526323623,4.549315355447794,20.094576698389947,4.595736689589528,20.711897948475954,5.0024481673154755,19.629865396658026,4.574939151900662,20.705410723231054,4.0482760223539955,19.60440192458332,3.27097037715534,36.12081799513814,5.7213456710346735,0.010119977856279412,0.09353181902139072,0.037730044470013525,0.07312687927493078,-0.12942908981010573,0.13784608469010107,-0.012173991039793997,0.12259182705372466,0.030493614573442945,0.044644896657297935,-0.003174087049074683,0.04273686643458618,1451.8494584581754,670.7739279240656,4625.431431075705,540.133477548416,2955.7654602239745,1276.9357186257082,1577.5518583197502,410.192949810902,0.06143500266060371,0.043011742599829005,-49.862896,17.099413,0.0,-80.0,-48.640297,[92.28515625],0.13174523,0.07439894,0.40518692,0.008340701,0.0014372786,0.0032158836,blues,blues.00007.wav
-121.387115,51.20196,0.92224705,-259.08032,122.505394,20.3649,171.03479,26.793003,-14.739394,18.476788,33.044426,-92.740585,46.135292,13.921793,99.331635,9.692523,-8.160384,13.293729,23.63281,-67.28345,20.17051,10.343644,51.182304,-16.048828,-19.169321,7.594192,22.23609,-40.497917,23.050188,8.770052,49.540356,-6.9890475,-11.825939,6.5177164,16.369743,-33.76311,21.17341,7.6440315,45.399967,-4.131048,-6.7202907,6.997152,20.491848,-33.85614,7.0050187,7.4997573,29.024078,-24.014366,-12.739909,7.86743,17.103058,-35.530796,5.064209,7.109595,29.14423,-20.470879,-5.1730757,5.7297416,10.260599,-23.923538,-1.4469951,7.110611,18.424938,-22.089748,-7.0369287,5.3751597,13.319776,-27.882175,2.6948745,6.077127,19.149498,-19.926973,3.4093323,5.807247,22.629478,-14.567257,-2.6991909,6.008099,15.959238,-23.28677,0.31952116,0.23000088,0.304665,0.23193873,0.36683202,0.28907913,0.42233863,0.27489433,0.52400357,0.3511743,0.45069394,0.2997082,0.49352214,0.32791713,0.35298562,0.25686693,0.3803426,0.26486638,0.46188298,0.30731362,0.36648244,0.26225567,0.46470785,0.3126511,29.493772582869763,5.139993255814101,15.129731925950475,4.042383630912123,17.020851583382814,4.475361945279368,17.03142049834697,3.433209073751889,19.69371660973148,3.794156519997003,17.621792078515444,2.511162652269766,40.62273896813749,2.618564098698556,0.08569895631175262,0.050934328444640284,-0.007710668711831459,0.05447046967570071,0.025926684101483584,0.057650495413840215,0.0705139939348863,0.10863764405785974,-0.012758716929736139,0.04484214035300556,-0.01904642124874401,0.023986271541684524,1719.2739373344168,404.2148603391187,4117.183328995484,1067.4364471552124,3781.5188003398316,1123.830736936971,2031.6873439502422,324.9818521856879,0.06402757957623839,0.02705344827055859,-41.12865,14.551722,0.0,-80.0,-40.60664,[83.35433468],0.14236063,0.038767237,0.25835073,0.047362413,0.0025929958,0.0030425086,blues,blues.00008.wav
-213.20453,78.31431,-53.860245,-371.29147,115.15454,28.262222,175.15985,-42.237373,-11.720504,25.864157,36.29594,-75.82669,39.032555,18.730318,118.554214,0.21052623,-20.357819,23.071655,22.28764,-101.92168,13.089926,16.684895,62.47982,-34.70283,-9.180816,11.249238,16.078617,-57.527977,9.023639,8.2433195,34.858032,-13.462526,-14.101023,10.496001,19.085535,-42.855858,4.283337,9.617187,37.94806,-25.417793,-6.044196,9.212237,20.430653,-39.175377,3.786368,10.222245,31.427368,-23.944607,0.22368747,8.740899,28.279877,-22.359703,-5.114481,9.242065,20.809803,-35.912666,-0.4145367,10.200085,35.979485,-25.678394,-1.1848986,7.702675,23.7849,-25.623047,-1.9183391,7.647867,28.971115,-25.799992,-2.2957962,9.120193,28.151398,-24.18814,2.89123,8.777185,38.6907,-23.226688,-4.234533,9.566596,27.322323,-38.05314,0.24841247,0.29593915,0.27330655,0.29286334,0.48874417,0.39122513,0.26811442,0.24320692,0.17957145,0.21092145,0.2677974,0.3284345,0.22273742,0.21774371,0.41564548,0.38119698,0.2728808,0.2647414,0.18116425,0.2172108,0.22930479,0.3061906,0.24049188,0.2758073,14.330905860745972,4.061189273373044,17.63960709820347,4.579655253800847,21.926797282717327,4.858521660828668,20.2309716071656,4.012663452568003,18.564728908036567,3.61372315909316,18.909647349158625,4.1573191147110355,36.50457567144057,5.2964248994635765,0.07883155972726913,0.12218129704551212,0.09112923298138294,0.12471190361416296,0.01842663526656092,0.1626799525866646,-0.016958320144299117,0.13596119185969913,-0.00682839555040021,0.05844748033924913,-0.052615568997992856,0.04856130480437403,1817.5295464146707,546.1286759179139,4839.2271205449515,869.4211685837761,3944.584480970637,1169.2472363386128,1973.6903092151892,337.9483596955139,0.0792153184258901,0.03710199195397739,-51.4023,15.218089,0.0,-80.0,-50.996033,[80.74951172],0.08132098,0.06593492,0.32053873,0.0075687217,0.00271008,0.0032159882,blues,blues.00009.wav
